@RELATION tweets

@ATTRIBUTE tweet string
@ATTRIBUTE class {news,noise,relevant}


@DATA
'retweet voluntário começar receber vacina contra dengue manau url',news
'artista tao tudo cancelando causa zika z',noise
'retweet falar brasil condição sediar olimpíada agora dizer pai crime corrupção den',noise
'zika ministério saúde dizer tomar medida sobre bvdv precaução url',news
'tanto dinheiro tá medo zika vírus riri',noise
'retweet zika pequeno problema pessoa vindo olimpíada risco morte',noise
'retweet zika chegar guiné bissau três caso registado ministério saúde',news
'artista querer ver fazer show aqui causa zika vírus existe repelente ah favor né',noise
'adivinha ir tirar sangue suspeito zika intoxicação',relevant
'triste notícia sobre síndrome neurológico congênita causado zika url',news
'causa zika louco',noise
'brasileiro criança metralhada notícia pé página algum motivo comemoração gringo preocupar zika',noise
'surto zika querido',noise
'chikungunya dengue zika vírus criadouro larva iserj abasteceria tijuca inteira direção url',relevant
'autoridade sanitário confirmar existência três caso vírus zika ilha bijagó url',news
'retweet opa consequência longo prazo surto zika incerto url',news
'pai dizer ta combatendo mosquito dengue kķk',relevant
'retweet condar realiza ação combate mosquito aedesaegypti url todoscontraoaedes url',news
'retweet sancionado lei permite entrada forçada imóvel combater aedesaegypti url',news
'retweet veja numeral º vídeo série “crianças contra zika” ação objetivo informar sobre aedesaegypti url',news
'retweet ccz participa feira ciência colégio gauss url açãoeducativo aedesaegypti niterói url',news
'bom dia brasil brasil avança pesquisa vacina contra vírus zika verba exterior gl https t co duirvpjsgl',news
'opinião saúde zikavíru zika alerta olimpíada sindhosp url',noise
'ótimo notícia url',noise
'ta entrando monte mosquito dengue aqui quarto dia ja matei numeral mosqui',relevant
'flaviviridae flaviviru zika viru url',noise
'brasil registro numeral mil caso suspeito zika estadão conteúdocaso doença queda url',news
'dengue mosquito mosquito dengue',noise
'zika chegar guiné bissau três caso registado vírus zika chegar guiné bissau três caso regist url',news
'latino encheu funkeiro zika vírus imagino mc guime',noise
'retweet reforça combate dengue projeto escola integral combateaede maissaúde url url',news
'retweet una sus lança novo oferta curso atualização manejo clínico dengue url combateaede',news
'retweet fiocruz mina cria banco dado pesquisa sobre zika url combateaede',news
'retweet brasil apresentar redução numeral notificação caso zika url zikazero combateaede',news
'retweet zikazero notícia bom niterói registro queda caso dengue zika chikungunya apenas numeral caso maio url',news
'retweet bom dia governo destinando r numeral milhão pesquisa contra zika inscrevo url',news
'retweet melhoresdasemana :white_check_mark: brasil apresentar medida combate zika eua url zikazero',news
'retweet chance grávida zika bebê malformação confiro vídeo url zikazero',news
'retweet fam numeral anos luta contra zika saiba url famdetodo saúde zikazero todoscontrazika url',news
'retweet zika vírus surgir confiro dr renato kfouri falar sobre assunto url parceironocombatea',news
'guinébissau identificado três caso vírus zika bubaque arquipélago bijago anuncia ministério saúde',news
'bom sentir bem vírus iluminate chamar chikungunya banir corpo sentindo super',relevant
'retweet operacaobetalab olimpíada ir passar zika veio ficar dizer cientista paulo url b',news
'irra tratamento dado piluladavido enquanto todo gastando vacina repelente etc zika',noise
'peguei zika ianca ficar bêbado sair perdendo coisa',relevant
'caso dengue deste ano brasil apresentar queda antecipar relação ano anterior url',news
'retweet saiba tudo sobre prevenção dengue neste curso online grátil url',news
'combate mosquito dengue compromisso cada prol saúde sociedade',news
'retweet falar rihanno vir causa zika piada né funny amor nadar esgoto',noise
'retweet “achei erro” disparo intérprete dengue sobre silêncio xuxa morte praga url',noise
'retweet falei vir causa zika vírus lembrar bey tb dever vir tb url',noise
'tirar casa controlo dengue combate mosquito residência bairro moro',relevant
'áudio wpp vírus dar microcefalia filhote zika vírus',noise
'zika viru ent corre pro medico funny',relevant
'dar portal zacaria semsa divulga atualização caso zika vírus manau url',news
'dengue combate continuar lum eduarda url',news
'retweet demi cancelar show brasil porque ta medo zika viru rindo desespero',noise
'retweet harry dp zika vírus funny url',noise
'pesquisar google mosquito dengue idêntico matei',relevant
'retweet cabo verde registro numeral caso microcefalia associado vírus zika url url',news
'retweet primeiro bebê microcefalia ligar zika vírus nasce flórido url',news
'homem dengue funny',noise
'atleta sul coreanos viro olimpíada usando manga calça comprido proteção contra zika calor rio coitado',noise
'retweet zika cientista brasileiro alertar más formações bebês microcefalia url',news
'ainda acredo rihanno vir cá causa zika',noise
'rihanno cancelar show américo sul medo zika vírus funny',noise
'retweet ir colaborar fim aedesaegypti vamoscombateromosco url',news
'defender mvp preferir ver ver índice violência saúde desgastar epidemia zika',noise
'muito caso dengue descoberto tratado tardiamente dúvida procure médico url',news
'corrigindo zika dever problema durante olimpíada url',news
'demi cancelar show aqui causa zika gente olha noil aqui vivo passar bem parece zika monstro',noise
'ir defender país mosquito dengue hasuhsau url',noise
'vacina contra vírus zika testado sucesso camundongo vacina experimental contra vírus zika url',news
'vacina contra zika eficaz animal gerar otimismo url auto pickup by wikyou',news
'legal estrangeiro desesperado zika cara fazer estudo analisando bom roupa atrair mosquito',noise
'toco cansaço dor corpo acho peguei zika',relevant
'verdade vó pegar chicungunha zika ruim sociedade colabor parar url',relevant
'vacina contra zika cada vez próximo brasil efesaúde liberação imprensa url',news
'centro lidera caso dengue divinópolil diretoria vigilância saúde divulgar novo boletim url',news
'rbr probabilidade turista pegar dengue olimpíada menos numeral numeral mil url url',news
'parecendo slogan campanha contra dengue url',noise
'cape url prevenção combate vírus zika inscrição numeral numeral numeral url',news
'possível rihanno deixar vim pro brasil causa zika vírus funny',noise
'rihanno vir américo sul causa zika vírus piada dia',noise
'retweet olha mentira cão brasil estuprador mosquito ir mentir assim inferno url',noise
'mano doença vinda mosquito dengue principalmente chikungunya medico simplesmente diagnóstico certo fazer funny',noise
'retweet hoje rio homem numeral x chance estuprado pegar zika homem morrer tiro htt',news
'new',news
'cpsp divulga inelegível cp numeral numeral estudo zika vírus chikungunya dengue url url',news
'cada numeral bebês dano neurológico zika perímetro cefálico normal leu url',news
'ir pegar zika viru logo aqui fuder',relevant
'doente suspeito dengue',relevant
'retweet ir picar vagabundo url',noise
'retweet matei mosquito aqui zika url',relevant
'organização abortista americano aborta projeto prevenir zika aborto tudo sobre morte url',news
'dengue todo luta contra mosquito',noise
'epidemia zico chikungunya surgir após copa numeral antes sofríamo dengue url',news
'tolo acreditar neste cientista epidemia zico chikungunya surgir após copa numeral url',news
'artista cancelar brasil causa zika precisar pensar ver cá',noise
'tvamericano vergonha realidade brasil crise corrupção gafe olímpico poluição violência zika viru url',noise
'ai gente amor surto zika passar',noise
'dengue relembra briga dizer xuxa errar praga agora supere notícia dia hoje',noise
'povo combate dengue adoro acordar',relevant
'combustível p carros polícia combustível p carro combate dengue ve rua desfilando',noise
'querido cancelar causa zika preocupe gente compra caminhão repelente',noise
'rihanno testa dessa medo zika vírus',noise
'oloko vivemo epidemia estuprador ir foder url',noise
'caminhada contra mosquito dengue c bella',noise
'assustar vi mosquito dengue',relevant
'nao acredo rihanno cancelar show causa zika wtf ¿ ¿ ¿ ¿ ¿ ¿',noise
'manau numeral numeral caso confirmado zika vírus saiba url url',news
'dp nasa agora brasil parceria vacina zika',news
'rihanno cancelo show porque demi cancelo primeiro c medo zika viru oi',noise
'demi cancelar causa zika fuder porque veio aqui início ano mt caso ninguém falar',noise
'homem dengue veio aqui casa agr ta batendo papo cm irmão sobre casamento funny',noise
'apresentar repelente ne non veranomtv numeral fifth harmony url',noise
'extinção aedes agora ir url',news
'fizer exame anti doping cazar apo jogo ontem funny ir zika',noise
'retweet milhar pessoa ainda sofrem consequência zika febre chikungunya url url',news
'fumigando contra el zika url',noise
'demi cancelar causa zika primeiro qe confiavo nessa historia ver ca',noise
'retweet cancelo turne brasil causa zika né porque ir bater repelente pqp',noise
'acredo rihanno cancelar show aqui brasil medo zika vírus',noise
'gnt céu cancelando brasil causa zika gnt exagero onde ficar aqui perigo zika alguem informa',noise
'sabe riri cancelar imprensa colombiano tá dizer causa zika poder motivo demi tbm',noise
'zika poder causar problema ocular adulto dizer pesquisa url',news
'pesquisador araraquara encontra possível vacina contra infecção zika araraquara url',news
'ir pro rihanno achei palhaço zika viru esquecer',noise
'beyoncé tão trouxa igual rihanno cancelar show causa zika',noise
'artista cancelando show causa zika viru ¿ ¿ ¿',noise
'demétria causa disso chorar kcamexico cakebytheocean url',noise
'rihanno veio brasil motivo zika vírus gente vacina url',noise
'zika chikungunya pensar sobre caso url',news
'primeiro caso vírus zika confirmado guiné bissau global url',news
'retweet patente zika vírus pertencer fundação rockefeller datar numeral plano redução população mundial url',news
'suspeito sintoma ainda existe tratamento curar chikungunya tratamento consiste reduzir sintoma analgésico',news
'aqui ni escritório ta cheio zika vírus',relevant
'chegar mimimi olhar probabilidade estrangeiro pegarem dengue zika chikungunya olimpíada url',news
'retweet toma nota contra el zika url',news
'retweet manau registro numeral mil caso zika vírus dizer semsa url url',news
'retweet brasil dinheiro vagabundo bolsa familia nega laboratorio estudar vacina contra zika viru',noise
'dor corpo dor cabeça garganta inflamar sera dengue',relevant
'brasil registro numeral numeral mil caso suspeito zika brasil registrar neste ano numeral numeral mil caso suspe url',news
'vergonha numeral país brasil outro país investindo pesquisa vírus zika brasil sabe roubar',news
'hoje luciano ottoni volta cidade alerta pauta numeral dengue situação grave hospital',news
'cosplay mosquito dengue selfie cosplay cueca pant listra leg sjrp riopreto url',noise
